,Unnamed: 0,Genre_Ids,Id,Original_Language,Original_Title,Popularity,Release_Date,Title,Vote_Average,Vote_Count,Clean Title,Year,Link
24539,24539,"[27, 35, 9648]",548064,en,You Might Be the Killer,6.263,2018-09-21,You Might Be the Killer,6.2,27,you might be the killer,2018,you might be the killer2018
24540,24540,[35],430011,en,Supercon,6.252999999999999,2018-04-27,Supercon,4.8,13,supercon,2018,supercon2018
24541,24541,"[18, 28, 12, 53, 9648, 14]",518764,zh,动物世界,6.252000000000001,2018-06-13,Animal World,6.9,34,animal world,2018,animal world2018
24542,24542,[18],451919,en,What They Had,6.252000000000001,2018-10-19,What They Had,6.8,23,what they had,2018,what they had2018
24543,24543,"[18, 53]",471310,en,White Orchid,6.249,2018-02-01,White Orchid,6.0,9,white orchid,2018,white orchid2018
24544,24544,[27],503751,en,The Ranger,6.247000000000001,2018-03-12,The Ranger,4.9,24,the ranger,2018,the ranger2018
24545,24545,[27],345921,en,Headgame,6.246,2018-02-20,Headgame,4.6,19,headgame,2018,headgame2018
24546,24546,"[14, 18, 9648]",5961,sv,Fanny och Alexander,6.239,1983-06-17,Fanny & Alexander,7.8,282,fanny  alexander,1983,fanny  alexander1983
24548,24548,[27],512064,en,Anne,6.222,2019-03-07,Anne,2.0,9,anne,2019,anne2019
24549,24549,"[99, 10402]",507256,en,Whitney,6.218,2018-07-06,Whitney,7.9,79,whitney,2018,whitney2018
24550,24550,"[35, 18, 10751, 53]",489996,en,Clara's Ghost,6.2139999999999995,2018-12-06,Clara's Ghost,7.0,4,claras ghost,2018,claras ghost2018
24551,24551,"[18, 35]",345317,en,Final Portrait,6.212000000000001,2018-03-09,Final Portrait,6.1,74,final portrait,2018,final portrait2018
24552,24552,"[18, 35]",497864,en,The New Romantic,6.202999999999999,2018-11-09,The New Romantic,6.5,43,the new romantic,2018,the new romantic2018
24553,24553,"[35, 878, 10749]",396622,en,Andover,6.202000000000001,2018-05-04,Andover,5.7,16,andover,2018,andover2018
24554,24554,"[10749, 14, 10751, 16]",431819,ja,打ち上げ花火、下から見るか？横から見るか？,6.2010000000000005,2018-07-04,"Fireworks, Should We See It from the Side or the Bottom?",5.7,73,fireworks should we see it from the side or the bottom,2018,fireworks should we see it from the side or the bottom2018
24555,24555,[878],540970,en,Collider,6.2,2018-08-07,Collider,3.3,6,collider,2018,collider2018
24556,24556,"[12, 9648, 10749, 53]",513285,en,Trouble Is My Business,6.196000000000001,2018-04-03,Trouble Is My Business,7.8,6,trouble is my business,2018,trouble is my business2018
24557,24557,[18],430446,en,Come Sunday,6.187,2018-01-21,Come Sunday,6.2,21,come sunday,2018,come sunday2018
24558,24558,"[27, 53]",519337,en,Tempus Tormentum,6.18,2018-04-17,Tempus Tormentum,5.2,9,tempus tormentum,2018,tempus tormentum2018
24559,24559,"[35, 10749, 53]",391912,en,Rosy,6.175,2018-07-17,Rosy,5.4,14,rosy,2018,rosy2018
24560,24560,"[28, 878]",503579,en,Apocalypse Rising,6.156000000000001,2018-06-12,Apocalypse Rising,5.3,4,apocalypse rising,2018,apocalypse rising2018
24561,24561,"[27, 53]",534235,en,14 Cameras,6.153,2018-07-13,14 Cameras,5.5,27,14 cameras,2018,14 cameras2018
24562,24562,"[80, 18]",453270,it,A Ciambra,6.152,2018-01-19,The Ciambra,7.5,65,the ciambra,2018,the ciambra2018
24563,24563,"[27, 53]",518240,en,The Nursery,6.147,2018-06-15,The Nursery,3.8,5,the nursery,2018,the nursery2018
24564,24564,"[18, 28, 36]",465642,hi,Parmanu: The Story of Pokhran,6.142,2018-05-25,Parmanu: The Story of Pokhran,7.3,25,parmanu the story of pokhran,2018,parmanu the story of pokhran2018
24565,24565,"[10402, 10749]",457308,en,Heartbeats,6.127000000000001,2018-03-20,Heartbeats,6.9,69,heartbeats,2018,heartbeats2018
24566,24566,"[878, 28, 53]",526475,en,Astro,6.126,2018-06-08,Astro,4.1,7,astro,2018,astro2018
24567,24567,[27],503430,en,Curse of the Witch's Doll,6.126,2018-02-06,Curse of the Witch's Doll,3.3,8,curse of the witchs doll,2018,curse of the witchs doll2018
24568,24568,[18],385955,en,Where Is Kyra?,6.12,2018-04-06,Where Is Kyra?,6.2,22,where is kyra,2018,where is kyra2018
24569,24569,"[80, 53, 37]",393834,en,Goldstone,6.119,2018-03-02,Goldstone,6.1,43,goldstone,2018,goldstone2018
24570,24570,"[36, 18]",399440,en,Peterloo,6.117000000000001,2019-04-05,Peterloo,7.3,20,peterloo,2019,peterloo2019
24571,24571,[18],506680,en,Unbroken: Path to Redemption,6.115,2018-09-14,Unbroken: Path to Redemption,6.7,23,unbroken path to redemption,2018,unbroken path to redemption2018
24572,24572,[35],516525,en,Seth Rogen's Hilarity for Charity,6.111000000000001,2018-04-06,Seth Rogen's Hilarity for Charity,5.1,43,seth rogens hilarity for charity,2018,seth rogens hilarity for charity2018
24573,24573,"[16, 12, 10751, 36, 10752]",433694,en,Sgt. Stubby: An American Hero,6.107,2018-04-13,Sgt. Stubby: An American Hero,6.4,9,sgt stubby an american hero,2018,sgt stubby an american hero2018
24574,24574,[27],517015,en,The Campus,6.097,2018-01-26,The Campus,4.4,5,the campus,2018,the campus2018
24575,24575,[27],554739,en,The Final Wish,6.097,2019-01-24,The Final Wish,4.4,28,the final wish,2019,the final wish2019
24576,24576,[18],47721,sv,Gycklarnas afton,6.095,2018-12-18,Sawdust and Tinsel,7.3,60,sawdust and tinsel,2018,sawdust and tinsel2018
24577,24577,"[10751, 10749]",534344,en,Running for Grace,6.082000000000001,2018-08-17,Running for Grace,6.4,15,running for grace,2018,running for grace2018
24578,24578,[18],527427,en,Enter The Wild,6.079,2017-12-01,Enter The Wild,4.1,19,enter the wild,2017,enter the wild2017
24579,24579,[18],490000,en,We the Animals,6.077999999999999,2018-01-20,We the Animals,6.8,42,we the animals,2018,we the animals2018
24580,24580,[27],500535,en,Seven in Heaven,6.07,2018-10-05,Seven in Heaven,6.1,27,seven in heaven,2018,seven in heaven2018
24581,24581,[99],490785,en,"Hale County This Morning, This Evening",6.069,2018-01-19,"Hale County This Morning, This Evening",5.6,16,hale county this morning this evening,2018,hale county this morning this evening2018
24582,24582,[18],502124,en,Sadie,6.061,2018-10-12,Sadie,7.6,6,sadie,2018,sadie2018
24583,24583,[35],504331,en,Hurricane Bianca: From Russia with Hate,6.061,2018-05-18,Hurricane Bianca: From Russia with Hate,5.5,78,hurricane bianca from russia with hate,2018,hurricane bianca from russia with hate2018
24585,24585,"[28, 53]",493620,hi,अय्यारी,6.047000000000001,2018-02-16,Aiyaary,5.5,24,aiyaary,2018,aiyaary2018
24587,24587,[27],470614,en,Tales from the Hood 2,6.045,2018-07-13,Tales from the Hood 2,3.7,11,tales from the hood 2,2018,tales from the hood 22018
24588,24588,[18],543772,es,Icebox,6.035,2018-12-07,Icebox,7.8,10,icebox,2018,icebox2018
24589,24589,[99],532944,en,Ronnie Coleman: The King,6.035,2018-06-22,Ronnie Coleman: The King,7.7,26,ronnie coleman the king,2018,ronnie coleman the king2018
24590,24590,"[18, 28]",434129,en,Days of Power,6.0089999999999995,2018-02-20,Days of Power,5.3,12,days of power,2018,days of power2018
24591,24591,[18],537617,en,The Padre,6.007000000000001,2018-09-28,The Padre,6.0,29,the padre,2018,the padre2018
24592,24592,[99],538002,en,They'll Love Me When I'm Dead,6.001,2018-08-31,They'll Love Me When I'm Dead,7.4,41,theyll love me when im dead,2018,theyll love me when im dead2018
24593,24593,"[53, 18]",533109,es,Cola de Mono,5.995,2018-07-15,Cola de Mono,6.7,5,cola de mono,2018,cola de mono2018
24594,24594,"[18, 10749]",458741,ml,മായാനദി,5.994,2018-03-08,Mayaanadhi,7.9,16,mayaanadhi,2018,mayaanadhi2018
24595,24595,[99],492638,en,The Sentence,5.989,2018-01-20,The Sentence,7.1,5,the sentence,2018,the sentence2018
24596,24596,[27],501851,en,Ouija House,5.982,2018-05-05,Ouija House,4.0,12,ouija house,2018,ouija house2018
24597,24597,[18],491474,en,Skate Kitchen,5.977,2018-08-10,Skate Kitchen,7.1,37,skate kitchen,2018,skate kitchen2018
24598,24598,"[53, 18, 27]",510284,en,Braid,5.972,2019-02-01,Braid,6.4,18,braid,2019,braid2019
24599,24599,"[16, 12, 10751, 14]",543583,en,Cinderella and the Secret Prince,5.971,2018-10-01,Cinderella and the Secret Prince,4.0,2,cinderella and the secret prince,2018,cinderella and the secret prince2018
24600,24600,[35],542694,en,Bert Kreischer: Secret Time,5.965,2018-08-24,Bert Kreischer: Secret Time,7.0,15,bert kreischer secret time,2018,bert kreischer secret time2018
24602,24602,"[28, 27, 53]",526224,en,Big Legend,5.955,2018-07-01,Big Legend,5.7,29,big legend,2018,big legend2018
24603,24603,"[18, 10749]",133919,sv,Scener ur ett äktenskap,5.952000000000001,2018-11-20,Scenes from a Marriage,8.2,88,scenes from a marriage,2018,scenes from a marriage2018
24604,24604,[35],532374,en,Jim Jefferies: This Is Me Now,5.934,2018-07-13,Jim Jefferies: This Is Me Now,7.1,30,jim jefferies this is me now,2018,jim jefferies this is me now2018
24605,24605,"[18, 878]",415312,en,The Man from Earth: Holocene,5.926,2017-06-10,The Man from Earth: Holocene,6.1,55,the man from earth holocene,2017,the man from earth holocene2017
24606,24606,"[80, 28, 53]",551947,en,Betrayed,5.919,2018-10-02,Betrayed,6.2,6,betrayed,2018,betrayed2018
24607,24607,[27],527642,en,Flight 666,5.891,2018-05-31,Flight 666,5.2,15,flight 666,2018,flight 6662018
24608,24608,"[53, 28, 80]",421473,en,Above Suspicion,5.879,2018-06-01,Above Suspicion,6.8,2,above suspicion,2018,above suspicion2018
24609,24609,[18],422619,en,Jonathan,5.874,2018-11-16,Jonathan,5.9,70,jonathan,2018,jonathan2018
24610,24610,[18],387827,es,Tiempo compartido,5.872000000000001,2018-01-20,Time Share,5.4,18,time share,2018,time share2018
24611,24611,"[10749, 18]",484355,en,Here and Now,5.871,2018-11-09,Here and Now,4.9,17,here and now,2018,here and now2018
24612,24612,[99],541576,en,Meeting Gorbachev,5.87,2019-05-03,Meeting Gorbachev,10.0,3,meeting gorbachev,2019,meeting gorbachev2019
24613,24613,"[18, 14]",364220,en,The Keeping Hours,5.867999999999999,2017-06-15,The Keeping Hours,6.6,42,the keeping hours,2017,the keeping hours2017
24615,24615,"[12, 35, 80]",505418,en,The Escape of Prisoner 614,5.853,2018-04-27,The Escape of Prisoner 614,6.3,12,the escape of prisoner 614,2018,the escape of prisoner 6142018
24616,24616,[35],503758,en,Most Likely to Murder,5.827999999999999,2018-03-12,Most Likely to Murder,5.9,18,most likely to murder,2018,most likely to murder2018
24617,24617,[18],510041,en,Maine,5.806,2018-12-13,Maine,5.4,10,maine,2018,maine2018
24618,24618,[18],501577,en,Daddy Issues,5.803999999999999,2018-01-28,Daddy Issues,4.5,2,daddy issues,2018,daddy issues2018
24619,24619,"[99, 10402]",554152,en,Coldplay: A Head Full of Dreams,5.791,2018-11-14,Coldplay: A Head Full of Dreams,8.0,44,coldplay a head full of dreams,2018,coldplay a head full of dreams2018
24620,24620,[35],483119,ja,家に帰ると妻が必ず死んだふりをしています。,5.7589999999999995,2018-10-01,"When I Get Home, My Wife Always Pretends to be Dead",7.3,6,when i get home my wife always pretends to be dead,2018,when i get home my wife always pretends to be dead2018
24621,24621,"[18, 10749]",35861,ja,近松物語,5.754,1958-01-01,The Crucified Lovers,7.9,40,the crucified lovers,1958,the crucified lovers1958
24622,24622,"[9648, 878, 53]",532163,en,7 Splinters in Time,5.75,2018-07-13,7 Splinters in Time,5.2,5,7 splinters in time,2018,7 splinters in time2018
24624,24624,"[18, 9648, 80]",434775,ja,三度目の殺人,5.722,2018-09-28,The Third Murder,6.5,78,the third murder,2018,the third murder2018
24625,24625,[18],472805,en,Outside In,5.709,2018-03-30,Outside In,6.5,25,outside in,2018,outside in2018
24626,24626,[27],546476,en,Sick for Toys,5.707000000000001,2018-09-04,Sick for Toys,5.0,6,sick for toys,2018,sick for toys2018
24627,24627,"[10751, 35]",467181,en,Blurt!,5.685,2018-02-19,Blurt!,7.1,15,blurt,2018,blurt2018
24628,24628,[35],520594,en,John Mulaney: Kid Gorgeous at Radio City,5.683,2018-05-01,John Mulaney: Kid Gorgeous at Radio City,8.2,76,john mulaney kid gorgeous at radio city,2018,john mulaney kid gorgeous at radio city2018
24629,24629,[18],326382,es,Zama,5.671,2017-09-30,Zama,6.9,50,zama,2017,zama2017
24630,24630,[27],541042,en,Aura,5.667999999999999,2018-08-07,Aura,3.5,4,aura,2018,aura2018
24631,24631,"[35, 27]",347392,en,Slice,5.645,2018-09-10,Slice,4.2,35,slice,2018,slice2018
24632,24632,[28],533509,en,On the Ropes,5.64,2018-07-03,On the Ropes,3.0,2,on the ropes,2018,on the ropes2018
24634,24634,"[53, 27]",426375,en,Malicious,5.621,2018-06-23,Malicious,5.5,44,malicious,2018,malicious2018
24635,24635,"[28, 878, 12, 27]",548257,en,Alien Predator,5.617000000000001,2018-09-11,Alien Predator,2.6,7,alien predator,2018,alien predator2018
24636,24636,"[18, 35]",421471,en,Flower,5.612,2018-03-16,Flower,6.4,96,flower,2018,flower2018
24637,24637,[878],449575,en,The Beyond,5.606,2018-01-09,The Beyond,5.1,64,the beyond,2018,the beyond2018
24638,24638,"[18, 10752]",514407,en,Indivisible,5.599,2018-10-26,Indivisible,5.4,13,indivisible,2018,indivisible2018
24639,24639,"[16, 35, 10751, 80]",553903,en,Yellow is the New Black,5.598,2018-09-11,Yellow is the New Black,6.1,10,yellow is the new black,2018,yellow is the new black2018
24640,24640,[35],533550,en,Breaking & Exiting,5.596,2018-08-17,Breaking & Exiting,5.8,27,breaking  exiting,2018,breaking  exiting2018
24641,24641,"[35, 18]",440424,en,Freak Show,5.5889999999999995,2018-01-12,Freak Show,7.2,49,freak show,2018,freak show2018
24642,24642,"[53, 18]",415311,en,The Neighbor,5.581,2018-01-26,The Neighbor,4.8,32,the neighbor,2018,the neighbor2018
24643,24643,"[18, 10402, 36]",489928,en,Blaze,5.575,2018-09-07,Blaze,6.8,8,blaze,2018,blaze2018
24644,24644,"[99, 10402, 36]",504561,en,Quincy,5.571000000000001,2018-09-21,Quincy,8.0,34,quincy,2018,quincy2018
24645,24645,"[99, 10402]",356199,en,Amazing Grace,5.565,2019-04-05,Amazing Grace,7.5,4,amazing grace,2019,amazing grace2019
24646,24646,"[18, 10749]",446132,fr,Gauguin: Voyage de Tahiti,5.553,2018-07-11,Gauguin: Voyage to Tahiti,5.6,48,gauguin voyage to tahiti,2018,gauguin voyage to tahiti2018
24647,24647,"[16, 12, 35, 10751, 14]",508422,ja,ペンギン・ハイウェイ,5.534,2018-12-31,Penguin Highway,7.7,21,penguin highway,2018,penguin highway2018
24648,24648,[18],468287,fr,Hannah,5.53,2018-03-09,Hannah,5.8,28,hannah,2018,hannah2018
24649,24649,[27],436973,en,Dead Night,5.524,2018-07-27,Dead Night,4.4,19,dead night,2018,dead night2018
24650,24650,[27],527014,en,Alien Psychosis,5.52,2018-02-24,Alien Psychosis,5.4,5,alien psychosis,2018,alien psychosis2018
24651,24651,"[18, 27]",552950,en,Welcome to Mercy,5.517,2018-11-02,Welcome to Mercy,5.7,13,welcome to mercy,2018,welcome to mercy2018
24652,24652,[18],417688,en,Pimp,5.497000000000001,2018-11-09,Pimp,6.9,7,pimp,2018,pimp2018
24653,24653,[27],516834,en,Mrs. Claus,5.4879999999999995,2018-05-04,Mrs. Claus,4.5,6,mrs claus,2018,mrs claus2018
24654,24654,[35],523900,en,Spivak,5.485,2018-05-11,Spivak,6.1,13,spivak,2018,spivak2018
24655,24655,[10751],528911,en,Alex & Me,5.474,2018-06-12,Alex & Me,7.3,30,alex  me,2018,alex  me2018
24656,24656,[878],464742,en,Mad Genius,5.471,2017-12-09,Mad Genius,6.4,5,mad genius,2017,mad genius2017
24658,24658,[18],489998,en,Night Comes On,5.4639999999999995,2018-08-03,Night Comes On,6.7,6,night comes on,2018,night comes on2018
24659,24659,[53],466174,en,Knuckleball,5.462999999999999,2018-04-17,Knuckleball,5.8,12,knuckleball,2018,knuckleball2018
24660,24660,"[18, 10751]",564766,en,Orphan Horse,5.457999999999999,2018-11-20,Orphan Horse,9.0,5,orphan horse,2018,orphan horse2018
24661,24661,"[35, 18, 10749]",448557,en,After Everything,5.456,2018-10-12,After Everything,6.6,13,after everything,2018,after everything2018
24662,24662,"[18, 80]",445559,ru,Подбросы,5.452000000000001,2018-10-13,Jumpman,5.6,5,jumpman,2018,jumpman2018
24663,24663,[27],532973,en,Hell House LLC II: The Abaddon Hotel,5.445,2018-09-14,Hell House LLC II: The Abaddon Hotel,5.4,29,hell house llc ii the abaddon hotel,2018,hell house llc ii the abaddon hotel2018
24664,24664,"[35, 18, 10749]",308805,en,I'd Kill for You,5.441,2018-04-17,I'd Kill for You,5.7,6,id kill for you,2018,id kill for you2018
24665,24665,"[35, 18]",527632,en,Hope Springs Eternal,5.436,2018-08-10,Hope Springs Eternal,4.9,15,hope springs eternal,2018,hope springs eternal2018
24666,24666,[99],511815,en,The Bleeding Edge,5.435,2018-04-21,The Bleeding Edge,6.7,27,the bleeding edge,2018,the bleeding edge2018
24667,24667,[18],517963,fr,Sofia,5.43,2018-10-12,Sofia,6.9,9,sofia,2018,sofia2018
24669,24669,[27],457685,en,Island Zero,5.422000000000001,2018-05-15,Island Zero,4.1,13,island zero,2018,island zero2018
24670,24670,[18],507787,en,Murdered at 17,5.409,2018-07-07,Murdered at 17,8.0,2,murdered at 17,2018,murdered at 172018
24671,24671,"[53, 18]",433637,en,What Still Remains,5.403,2018-08-14,What Still Remains,5.1,28,what still remains,2018,what still remains2018
24672,24672,"[53, 9648]",502167,en,Don’t Leave Home,5.403,2018-03-10,Don’t Leave Home,5.0,13,dont leave home,2018,dont leave home2018
24673,24673,[878],497328,en,Battalion,5.401,2018-01-09,Battalion,3.0,9,battalion,2018,battalion2018
24674,24674,[99],567320,en,Porndemic,5.385,2018-12-04,Porndemic,6.1,7,porndemic,2018,porndemic2018
24675,24675,[18],331986,en,The Public,5.385,2019-04-05,The Public,6.0,5,the public,2019,the public2019
24676,24676,"[53, 9648]",480853,en,Nancy,5.3839999999999995,2018-06-08,Nancy,5.7,23,nancy,2018,nancy2018
24677,24677,[878],573641,en,End of the World,5.38,2018-12-20,End of the World,3.5,12,end of the world,2018,end of the world2018
24678,24678,"[53, 27]",401732,en,Delirium,5.377999999999999,2018-01-19,Delirium,3.6,14,delirium,2018,delirium2018
24680,24680,[35],569485,en,Skin,5.362,2018-08-18,Skin,7.5,29,skin,2018,skin2018
24681,24681,[18],525102,en,Girl Lost,5.361000000000001,2018-05-01,Girl Lost,4.1,54,girl lost,2018,girl lost2018
24682,24682,"[28, 80, 18]",515815,en,Killing Joan,5.358,2018-04-03,Killing Joan,4.7,6,killing joan,2018,killing joan2018
24683,24683,"[53, 18, 878]",450487,en,Fast Color,5.352,2019-03-29,Fast Color,5.5,9,fast color,2019,fast color2019
24684,24684,"[53, 18]",465929,en,Back Roads,5.346,2018-04-20,Back Roads,6.0,22,back roads,2018,back roads2018
24685,24685,[10749],365240,en,Cruise,5.34,2018-09-28,Cruise,6.4,21,cruise,2018,cruise2018
24686,24686,[35],373209,en,Izzy Gets the F*ck Across Town,5.337999999999999,2018-06-22,Izzy Gets the F*ck Across Town,6.1,21,izzy gets the fck across town,2018,izzy gets the fck across town2018
24687,24687,"[12, 14, 27, 9648, 53]",537542,en,The Incantation,5.33,2018-04-27,The Incantation,4.0,6,the incantation,2018,the incantation2018
24689,24689,[99],530454,en,American Chaos,5.316,2018-09-14,American Chaos,6.1,7,american chaos,2018,american chaos2018
24690,24690,[35],497520,en,Tom Segura: Disgraceful,5.295,2018-01-12,Tom Segura: Disgraceful,7.0,16,tom segura disgraceful,2018,tom segura disgraceful2018
24691,24691,"[18, 28, 80]",547590,en,El Chicano,5.274,2019-05-03,El Chicano,9.0,1,el chicano,2019,el chicano2019
24693,24693,[99],516503,en,Do You Trust this Computer?,5.2589999999999995,2018-04-05,Do You Trust this Computer?,7.3,19,do you trust this computer,2018,do you trust this computer2018
24694,24694,"[53, 28, 18, 27]",436494,en,Feral,5.257999999999999,2018-05-25,Feral,5.1,32,feral,2018,feral2018
